0x680, Time, 62, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3372, Pack SOC, 72
0x683, Time, 62, High Cell Voltage, 37918, Low Cell Voltage, 36114, Average Cell Voltage 24576
0x682, Time, 62, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 62, Input Supply Voltage, 118, Pack Current, 0
0x680, Time, 166, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3372, Pack SOC, 72
0x683, Time, 166, High Cell Voltage, 37920, Low Cell Voltage, 36116, Average Cell Voltage 24832
0x682, Time, 166, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 167, Input Supply Voltage, 119, Pack Current, 0
0x680, Time, 270, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3372, Pack SOC, 72
0x683, Time, 270, High Cell Voltage, 37919, Low Cell Voltage, 36117, Average Cell Voltage 24832
0x682, Time, 270, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 270, Input Supply Voltage, 119, Pack Current, 0
0x680, Time, 374, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3372, Pack SOC, 72
0x683, Time, 374, High Cell Voltage, 37921, Low Cell Voltage, 36117, Average Cell Voltage 25088
0x682, Time, 374, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 374, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 414, ERPM, 0, MC Input Voltage, 1
0x151, Time, 418, AC Current, 0, DC Current, 0
0x251, Time, 422, Controller Temp, 420, Motor Temp, 488, Fault Code, 2
0x051, Time, 434, ERPM, 0, MC Input Voltage, 1
0x151, Time, 438, AC Current, 0, DC Current, 0
0x251, Time, 442, Controller Temp, 420, Motor Temp, 489, Fault Code, 2
0x051, Time, 454, ERPM, 0, MC Input Voltage, 1
0x151, Time, 458, AC Current, 0, DC Current, 0
0x251, Time, 462, Controller Temp, 420, Motor Temp, 489, Fault Code, 2
0x051, Time, 474, ERPM, 0, MC Input Voltage, 1
0x151, Time, 478, AC Current, 0, DC Current, 0
0x683, Time, 478, High Cell Voltage, 37919, Low Cell Voltage, 36118, Average Cell Voltage 25088
0x682, Time, 478, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 478, Input Supply Voltage, 119, Pack Current, 0
0x680, Time, 479, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3372, Pack SOC, 72
0x251, Time, 482, Controller Temp, 420, Motor Temp, 489, Fault Code, 2
0x051, Time, 494, ERPM, 0, MC Input Voltage, 1
0x151, Time, 498, AC Current, 0, DC Current, 0
0x251, Time, 502, Controller Temp, 420, Motor Temp, 489, Fault Code, 2
0x1839F380, Time, 606, Highest Cell Temp, 31, Average Cell Temp, 6
0x051, Time, 626, ERPM, 0, MC Input Voltage, 1
0x151, Time, 626, AC Current, 0, DC Current, 0
0x051, Time, 634, ERPM, 0, MC Input Voltage, 1
0x151, Time, 638, AC Current, 0, DC Current, 0
0x251, Time, 642, Controller Temp, 420, Motor Temp, 489, Fault Code, 2
0x051, Time, 654, ERPM, 0, MC Input Voltage, 1
0x151, Time, 658, AC Current, 0, DC Current, 0
0x251, Time, 662, Controller Temp, 420, Motor Temp, 489, Fault Code, 2
0x051, Time, 674, ERPM, 0, MC Input Voltage, 1
0x151, Time, 678, AC Current, 0, DC Current, 0
0x251, Time, 682, Controller Temp, 420, Motor Temp, 489, Fault Code, 2
0x683, Time, 686, High Cell Voltage, 37922, Low Cell Voltage, 36120, Average Cell Voltage 25600
0x682, Time, 686, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 686, Input Supply Voltage, 119, Pack Current, 0
0x680, Time, 687, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3372, Pack SOC, 72
0x051, Time, 694, ERPM, 0, MC Input Voltage, 2
0x151, Time, 698, AC Current, 0, DC Current, 0
0x251, Time, 702, Controller Temp, 420, Motor Temp, 489, Fault Code, 2
0x051, Time, 714, ERPM, 0, MC Input Voltage, 1
0x151, Time, 718, AC Current, 0, DC Current, 0
0x251, Time, 722, Controller Temp, 420, Motor Temp, 489, Fault Code, 2
0x051, Time, 734, ERPM, 0, MC Input Voltage, 1
0x151, Time, 738, AC Current, 0, DC Current, 0
0x251, Time, 742, Controller Temp, 420, Motor Temp, 489, Fault Code, 2
0x051, Time, 754, ERPM, 0, MC Input Voltage, 1
0x151, Time, 758, AC Current, 0, DC Current, 0
0x251, Time, 762, Controller Temp, 420, Motor Temp, 489, Fault Code, 2
0x051, Time, 774, ERPM, 0, MC Input Voltage, 1
0x151, Time, 778, AC Current, 0, DC Current, 0
0x251, Time, 782, Controller Temp, 420, Motor Temp, 489, Fault Code, 2
0x681, Time, 790, Input Supply Voltage, 119, Pack Current, 0
0x683, Time, 790, High Cell Voltage, 37923, Low Cell Voltage, 36119, Average Cell Voltage 25600
